cutmix_net_OC.py
In training
Total_params: 13304441

  0%|          | 0/332 [00:00<?, ?it/s]
epoch: 0; lr 0.0002000; Loss 2.2939 l0 1.7276; l1 0.4062;l2 0.1601;load time 2.031 proc time 3.122:   0%|          | 0/332 [00:05<?, ?it/s]
epoch: 0; lr 0.0002000; Loss 2.2939 l0 1.7276; l1 0.4062;l2 0.1601;load time 2.031 proc time 3.122:   0%|          | 1/332 [00:05<28:24,  5.15s/it]
epoch: 0; lr 0.0002000; Loss 1.5741 l0 1.1589; l1 0.2945;l2 0.1206;load time 0.001 proc time 0.655:   0%|          | 1/332 [00:05<28:24,  5.15s/it]
epoch: 0; lr 0.0002000; Loss 1.5741 l0 1.1589; l1 0.2945;l2 0.1206;load time 0.001 proc time 0.655:   1%|          | 2/332 [00:05<13:47,  2.51s/it]
epoch: 0; lr 0.0002000; Loss 1.6690 l0 1.2306; l1 0.3124;l2 0.1259;load time 0.001 proc time 0.657:   1%|          | 2/332 [00:06<13:47,  2.51s/it]
epoch: 0; lr 0.0002000; Loss 1.6690 l0 1.2306; l1 0.3124;l2 0.1259;load time 0.001 proc time 0.657:   1%|          | 3/332 [00:06<09:06,  1.66s/it]
epoch: 0; lr 0.0002000; Loss 1.5987 l0 1.1858; l1 0.2923;l2 0.1206;load time 0.001 proc time 0.653:   1%|          | 3/332 [00:07<09:06,  1.66s/it]
epoch: 0; lr 0.0002000; Loss 1.5987 l0 1.1858; l1 0.2923;l2 0.1206;load time 0.001 proc time 0.653:   1%|          | 4/332 [00:07<06:54,  1.26s/it]
epoch: 0; lr 0.0002000; Loss 1.7320 l0 1.2879; l1 0.3213;l2 0.1229;load time 0.001 proc time 0.649:   1%|          | 4/332 [00:07<06:54,  1.26s/it]
epoch: 0; lr 0.0002000; Loss 1.7320 l0 1.2879; l1 0.3213;l2 0.1229;load time 0.001 proc time 0.649:   2%|▏         | 5/332 [00:07<05:40,  1.04s/it]
epoch: 0; lr 0.0002000; Loss 1.4344 l0 1.0551; l1 0.2709;l2 0.1084;load time 0.001 proc time 0.676:   2%|▏         | 5/332 [00:08<05:40,  1.04s/it]
epoch: 0; lr 0.0002000; Loss 1.4344 l0 1.0551; l1 0.2709;l2 0.1084;load time 0.001 proc time 0.676:   2%|▏         | 6/332 [00:08<04:59,  1.09it/s]
epoch: 0; lr 0.0002000; Loss 1.5108 l0 1.1210; l1 0.2787;l2 0.1110;load time 0.001 proc time 0.654:   2%|▏         | 6/332 [00:09<04:59,  1.09it/s]
epoch: 0; lr 0.0002000; Loss 1.5108 l0 1.1210; l1 0.2787;l2 0.1110;load time 0.001 proc time 0.654:   2%|▏         | 7/332 [00:09<04:30,  1.20it/s]
epoch: 0; lr 0.0002000; Loss 2.1285 l0 1.5876; l1 0.3824;l2 0.1585;load time 0.001 proc time 0.663:   2%|▏         | 7/332 [00:09<04:30,  1.20it/s]
epoch: 0; lr 0.0002000; Loss 2.1285 l0 1.5876; l1 0.3824;l2 0.1585;load time 0.001 proc time 0.663:   2%|▏         | 8/332 [00:09<04:12,  1.28it/s]
epoch: 0; lr 0.0002000; Loss 1.6418 l0 1.1805; l1 0.3305;l2 0.1308;load time 0.001 proc time 0.656:   2%|▏         | 8/332 [00:10<04:12,  1.28it/s]
epoch: 0; lr 0.0002000; Loss 1.6418 l0 1.1805; l1 0.3305;l2 0.1308;load time 0.001 proc time 0.656:   3%|▎         | 9/332 [00:10<03:59,  1.35it/s]
epoch: 0; lr 0.0002000; Loss 1.4731 l0 1.0647; l1 0.2903;l2 0.1181;load time 0.001 proc time 0.652:   3%|▎         | 9/332 [00:11<03:59,  1.35it/s]
epoch: 0; lr 0.0002000; Loss 1.4731 l0 1.0647; l1 0.2903;l2 0.1181;load time 0.001 proc time 0.652:   3%|▎         | 10/332 [00:11<03:49,  1.40it/s]
